city,timestamp,date,hour,day,month,weekday,pm2_5,pm10,co,no2,o3,so2,aqi,aqi_change_rate,temperature,humidity,wind_speed,wind_deg
Faisalabad,2026-07-30 03:00:00.000000,2026-07-30,3,30,7,3,34.99,97.48,406.67,8.34,30.34,1.59,99,0.0,,,,
Faisalabad,2026-07-30 04:00:00.000000,2026-07-30,4,30,7,3,37.3,110.12,392.99,7.11,41.75,1.57,105,6.0,,,,
Faisalabad,2026-07-30 05:00:00.000000,2026-07-30,5,30,7,3,44.69,126.08,360.24,5.3,64.83,1.44,124,19.0,,,,
Faisalabad,2026-07-30 06:00:00.000000,2026-07-30,6,30,7,3,55.94,145.39,313.1,3.1,91.1,1.29,151,27.0,,,,
Faisalabad,2026-07-30 07:00:00.000000,2026-07-30,7,30,7,3,43.3,130.94,200.47,1.19,90.25,0.96,120,-31.0,,,,
Faisalabad,2026-07-30 08:00:00.000000,2026-07-30,8,30,7,3,35.69,115.63,166.57,0.83,83.92,0.71,101,-19.0,,,,
Faisalabad,2026-07-30 09:00:00.000000,2026-07-30,9,30,7,3,33.34,109.31,160.37,0.81,82.08,0.59,96,-5.0,,,,
Faisalabad,2026-07-30 10:00:00.000000,2026-07-30,10,30,7,3,33.94,105.14,200.06,2.42,75.64,0.72,97,1.0,,,,
Faisalabad,2026-07-30 11:00:00.000000,2026-07-30,11,30,7,3,36.8,102.21,280.47,5.53,66.76,1.0,104,7.0,,,,
Faisalabad,2026-07-30 12:00:00.000000,2026-07-30,12,30,7,3,39.13,98.67,370.53,10.23,57.33,1.3,110,6.0,,,,
Faisalabad,2026-07-30 13:00:00.000000,2026-07-30,13,30,7,3,41.02,96.57,449.19,14.7,47.77,1.55,115,5.0,,,,
Faisalabad,2026-07-30 14:00:00.000000,2026-07-30,14,30,7,3,42.64,96.44,481.54,15.2,41.08,1.56,119,4.0,,,,
Faisalabad,2026-07-30 15:00:00.000000,2026-07-30,15,30,7,3,42.02,92.86,446.79,12.49,46.36,1.49,117,-2.0,,,,
Faisalabad,2026-07-30 16:00:00.000000,2026-07-30,16,30,7,3,37.7,83.1,353.78,8.31,59.9,1.41,106,-11.0,,,,
Faisalabad,2026-07-30 17:00:00.000000,2026-07-30,17,30,7,3,36.0,75.82,338.1,7.35,62.87,1.46,102,-4.0,,,,
Faisalabad,2026-07-30 18:00:00.000000,2026-07-30,18,30,7,3,34.93,71.62,338.89,7.21,62.96,1.48,99,-3.0,,,,
Faisalabad,2026-07-30 19:00:00.000000,2026-07-30,19,30,7,3,34.48,68.28,348.35,7.3,61.82,1.43,98,-1.0,,,,
Faisalabad,2026-07-30 20:00:00.000000,2026-07-30,20,30,7,3,38.57,67.82,383.33,7.16,62.76,1.76,109,11.0,,,,
Faisalabad,2026-07-30 21:00:00.000000,2026-07-30,21,30,7,3,48.82,71.92,448.56,6.85,66.22,2.91,134,25.0,,,,
Faisalabad,2026-07-30 22:00:00.000000,2026-07-30,22,30,7,3,59.88,77.54,516.67,6.31,71.29,4.54,153,19.0,,,,
Faisalabad,2026-07-30 23:00:00.000000,2026-07-30,23,30,7,3,63.15,77.88,559.46,5.95,73.0,5.47,155,2.0,,,,
Faisalabad,2026-07-31 00:00:00.000000,2026-07-31,0,31,7,4,58.38,72.18,573.34,5.66,72.76,5.4,152,-3.0,,,,
Faisalabad,2026-07-31 01:00:00.000000,2026-07-31,1,31,7,4,50.63,63.95,569.45,5.41,71.19,4.62,138,-14.0,,,,
Faisalabad,2026-07-31 02:00:00.000000,2026-07-31,2,31,7,4,44.87,57.5,577.42,5.74,67.71,3.76,124,-14.0,,,,
Faisalabad,2026-07-31 03:00:00.000000,2026-07-31,3,31,7,4,41.67,54.24,595.49,6.35,65.86,3.16,116,-8.0,,,,
Faisalabad,2026-07-31 04:00:00.000000,2026-07-31,4,31,7,4,39.0,51.22,592.14,6.15,71.52,2.72,110,-6.0,,,,
Faisalabad,2026-07-31 05:00:00.000000,2026-07-31,5,31,7,4,35.82,46.86,555.36,5.29,81.34,2.47,102,-8.0,,,,
Faisalabad,2026-07-31 06:00:00.000000,2026-07-31,6,31,7,4,33.61,43.7,516.04,4.5,89.61,2.42,96,-6.0,,,,
Faisalabad,2026-07-31 07:00:00.000000,2026-07-31,7,31,7,4,26.97,37.42,423.5,2.85,101.07,2.05,82,-14.0,,,,
Faisalabad,2026-07-31 08:00:00.000000,2026-07-31,8,31,7,4,26.44,35.11,395.85,2.65,103.65,1.98,81,-1.0,,,,
Faisalabad,2026-07-31 09:00:00.000000,2026-07-31,9,31,7,4,27.77,33.62,409.31,2.95,105.36,1.92,84,3.0,,,,
Faisalabad,2026-07-31 10:00:00.000000,2026-07-31,10,31,7,4,30.85,34.46,442.8,3.64,106.32,1.87,90,6.0,,,,
Faisalabad,2026-07-31 11:00:00.000000,2026-07-31,11,31,7,4,37.33,39.63,492.4,4.73,106.09,1.81,106,16.0,,,,
Faisalabad,2026-07-31 12:00:00.000000,2026-07-31,12,31,7,4,43.74,45.39,535.38,5.84,107.72,1.66,121,15.0,,,,
Faisalabad,2026-07-31 13:00:00.000000,2026-07-31,13,31,7,4,50.06,51.57,570.87,6.91,109.87,1.52,137,16.0,,,,
Faisalabad,2026-07-31 14:00:00.000000,2026-07-31,14,31,7,4,57.01,58.65,602.28,7.47,111.83,1.51,152,15.0,,,,
Faisalabad,2026-07-31 15:00:00.000000,2026-07-31,15,31,7,4,62.95,64.78,619.72,6.99,113.23,1.56,155,3.0,,,,
Faisalabad,2026-07-31 16:00:00.000000,2026-07-31,16,31,7,4,67.02,69.1,619.44,6.29,110.83,1.73,157,2.0,,,,
Faisalabad,2026-07-31 17:00:00.000000,2026-07-31,17,31,7,4,68.78,71.21,617.53,6.14,101.09,2.07,158,1.0,,,,
Faisalabad,2026-07-31 18:00:00.000000,2026-07-31,18,31,7,4,65.83,68.59,606.84,6.6,85.39,2.38,156,-2.0,,,,
Faisalabad,2026-07-31 19:00:00.000000,2026-07-31,19,31,7,4,57.74,60.79,577.82,7.35,67.48,2.56,152,-4.0,,,,
Faisalabad,2026-07-31 20:00:00.000000,2026-07-31,20,31,7,4,49.69,53.04,548.65,8.04,53.07,2.7,136,-16.0,,,,
Faisalabad,2026-07-31 21:00:00.000000,2026-07-31,21,31,7,4,43.34,46.95,524.16,8.53,43.26,2.85,120,-16.0,,,,
Faisalabad,2026-07-31 22:00:00.000000,2026-07-31,22,31,7,4,39.23,43.02,505.71,8.75,37.25,2.91,110,-10.0,,,,
Faisalabad,2026-07-31 23:00:00.000000,2026-07-31,23,31,7,4,36.95,40.82,496.04,8.81,33.62,2.88,105,-5.0,,,,
Faisalabad,2026-08-01 00:00:00.000000,2026-08-01,0,1,8,5,35.64,39.5,491.09,8.78,31.14,2.8,101,-4.0,,,,
Faisalabad,2026-08-01 01:00:00.000000,2026-08-01,1,1,8,5,34.55,38.37,491.24,8.88,28.86,2.74,98,-3.0,,,,
Faisalabad,2026-08-01 02:00:00.000000,2026-08-01,2,1,8,5,33.61,37.57,497.16,8.52,28.01,2.81,96,-2.0,,,,
Faisalabad,2026-08-01 03:00:00.000000,2026-08-01,3,1,8,5,34.32,38.61,503.08,7.16,33.85,3.01,98,2.0,,,,
Faisalabad,2026-08-01 04:00:00.000000,2026-08-01,4,1,8,5,35.37,40.24,466.95,5.41,54.52,3.61,100,2.0,,,,
Faisalabad,2026-08-01 05:00:00.000000,2026-08-01,5,1,8,5,39.76,43.98,442.44,4.06,76.38,3.11,111,11.0,,,,
Faisalabad,2026-08-01 06:00:00.000000,2026-08-01,6,1,8,5,46.59,50.11,427.49,3.02,94.05,2.71,128,17.0,,,,
Faisalabad,2026-08-01 07:00:00.000000,2026-08-01,7,1,8,5,43.63,46.25,367.51,2.04,103.33,2.44,121,-7.0,,,,
Faisalabad,2026-08-01 08:00:00.000000,2026-08-01,8,1,8,5,42.16,44.27,342.99,1.73,106.95,2.0,117,-4.0,,,,
Faisalabad,2026-08-01 09:00:00.000000,2026-08-01,9,1,8,5,41.45,43.29,332.25,1.67,109.98,1.71,116,-1.0,,,,
Faisalabad,2026-08-01 10:00:00.000000,2026-08-01,10,1,8,5,41.6,43.29,330.61,1.82,112.18,1.53,116,0.0,,,,
Faisalabad,2026-08-01 11:00:00.000000,2026-08-01,11,1,8,5,42.36,43.98,335.71,2.16,113.24,1.45,118,2.0,,,,
Faisalabad,2026-08-01 12:00:00.000000,2026-08-01,12,1,8,5,41.81,43.36,341.14,2.75,113.16,1.43,117,-1.0,,,,
Faisalabad,2026-08-01 13:00:00.000000,2026-08-01,13,1,8,5,41.8,43.5,361.46,4.13,106.81,1.46,117,0.0,,,,
Faisalabad,2026-08-01 14:00:00.000000,2026-08-01,14,1,8,5,43.47,45.67,398.47,5.98,95.72,1.53,121,4.0,,,,
Faisalabad,2026-08-01 15:00:00.000000,2026-08-01,15,1,8,5,45.15,47.9,436.33,7.21,87.67,1.6,125,4.0,,,,
Faisalabad,2026-08-01 16:00:00.000000,2026-08-01,16,1,8,5,45.67,48.84,463.44,7.93,81.51,1.6,126,1.0,,,,
Faisalabad,2026-08-01 17:00:00.000000,2026-08-01,17,1,8,5,45.57,48.98,480.4,8.15,76.23,1.59,126,0.0,,,,
Faisalabad,2026-08-01 18:00:00.000000,2026-08-01,18,1,8,5,44.62,48.07,483.23,7.9,71.91,1.57,123,-3.0,,,,
Faisalabad,2026-08-01 19:00:00.000000,2026-08-01,19,1,8,5,42.91,46.32,475.71,7.7,65.88,1.51,119,-4.0,,,,
Faisalabad,2026-08-01 20:00:00.000000,2026-08-01,20,1,8,5,42.48,46.2,484.18,8.45,56.48,1.45,118,-1.0,,,,
Faisalabad,2026-08-01 21:00:00.000000,2026-08-01,21,1,8,5,42.49,46.67,495.37,9.22,47.89,1.52,118,0.0,,,,
Faisalabad,2026-08-01 22:00:00.000000,2026-08-01,22,1,8,5,42.87,47.51,508.62,9.96,40.49,1.61,119,1.0,,,,
Faisalabad,2026-08-01 23:00:00.000000,2026-08-01,23,1,8,5,43.74,48.66,525.28,10.54,34.4,1.66,121,2.0,,,,
Faisalabad,2026-08-02 00:00:00.000000,2026-08-02,0,2,8,6,44.94,49.98,546.72,11.16,29.0,1.64,124,3.0,,,,
Faisalabad,2026-08-02 01:00:00.000000,2026-08-02,1,2,8,6,45.91,50.92,571.85,11.75,23.62,1.61,127,3.0,,,,
Faisalabad,2026-08-02 02:00:00.000000,2026-08-02,2,2,8,6,46.68,51.86,604.68,11.02,20.7,1.68,129,2.0,,,,
Faisalabad,2026-08-02 03:00:00.000000,2026-08-02,3,2,8,6,48.11,53.65,632.73,8.75,25.73,1.92,132,3.0,,,,
Faisalabad,2026-08-02 04:00:00.000000,2026-08-02,4,2,8,6,48.12,53.75,569.09,6.95,47.71,2.71,132,0.0,,,,
Faisalabad,2026-08-02 05:00:00.000000,2026-08-02,5,2,8,6,56.36,61.89,545.23,5.56,70.58,2.96,151,19.0,,,,
Faisalabad,2026-08-02 06:00:00.000000,2026-08-02,6,2,8,6,63.56,68.2,525.48,4.2,89.62,2.85,155,4.0,,,,
Faisalabad,2026-08-02 07:00:00.000000,2026-08-02,7,2,8,6,52.54,55.83,465.7,3.11,99.65,2.26,143,-12.0,,,,
Faisalabad,2026-08-02 08:00:00.000000,2026-08-02,8,2,8,6,42.44,44.73,426.66,2.58,104.72,1.68,118,-25.0,,,,
Faisalabad,2026-08-02 09:00:00.000000,2026-08-02,9,2,8,6,36.23,37.88,404.91,2.31,109.05,1.33,103,-15.0,,,,
Faisalabad,2026-08-02 10:00:00.000000,2026-08-02,10,2,8,6,34.5,36.04,415.06,3.17,103.81,1.15,98,-5.0,,,,
Faisalabad,2026-08-02 11:00:00.000000,2026-08-02,11,2,8,6,36.01,37.85,452.29,5.29,91.49,1.18,102,4.0,,,,
Faisalabad,2026-08-02 12:00:00.000000,2026-08-02,12,2,8,6,36.65,38.82,497.1,8.09,81.76,1.29,104,2.0,,,,
Faisalabad,2026-08-02 13:00:00.000000,2026-08-02,13,2,8,6,37.64,40.36,556.13,11.8,70.47,1.46,106,2.0,,,,
Faisalabad,2026-08-02 14:00:00.000000,2026-08-02,14,2,8,6,39.54,43.11,622.06,14.88,55.34,1.58,111,5.0,,,,
Faisalabad,2026-08-02 15:00:00.000000,2026-08-02,15,2,8,6,41.88,46.43,686.65,16.85,43.67,1.64,117,6.0,,,,
Faisalabad,2026-08-02 16:00:00.000000,2026-08-02,16,2,8,6,43.04,48.12,732.91,18.31,35.66,1.63,120,3.0,,,,
Faisalabad,2026-08-02 17:00:00.000000,2026-08-02,17,2,8,6,43.52,48.86,766.76,18.94,30.97,1.6,121,1.0,,,,
Faisalabad,2026-08-02 18:00:00.000000,2026-08-02,18,2,8,6,43.11,48.55,775.8,18.6,29.47,1.49,120,-1.0,,,,
Faisalabad,2026-08-02 19:00:00.000000,2026-08-02,19,2,8,6,41.03,46.77,745.57,17.12,30.76,1.31,115,-5.0,,,,
Faisalabad,2026-08-02 20:00:00.000000,2026-08-02,20,2,8,6,39.58,46.08,721.34,15.82,31.6,1.2,111,-4.0,,,,
Faisalabad,2026-08-02 21:00:00.000000,2026-08-02,21,2,8,6,38.06,45.31,690.96,14.23,33.56,1.14,107,-4.0,,,,
Faisalabad,2026-08-02 22:00:00.000000,2026-08-02,22,2,8,6,35.81,43.49,641.43,11.95,38.62,1.11,102,-5.0,,,,
Faisalabad,2026-08-02 23:00:00.000000,2026-08-02,23,2,8,6,35.47,43.83,627.13,11.33,37.53,1.05,500,398.0,,,,
Faisalabad,2026-08-03 00:00:00.000000,2026-08-03,0,3,8,0,35.81,44.98,628.45,11.4,34.62,1.03,102,-398.0,,,,
Faisalabad,2026-08-03 01:00:00.000000,2026-08-03,1,3,8,0,35.83,45.26,633.2,11.54,31.3,1.08,102,0.0,,,,
Faisalabad,2026-08-03 02:00:00.000000,2026-08-03,2,3,8,0,36.05,45.9,651.56,11.61,29.84,1.19,102,0.0,,,,
Faisalabad,2026-08-03 03:00:00.000000,2026-08-03,3,3,8,0,36.16,46.71,659.69,10.77,34.83,1.26,103,1.0,,,,
Faisalabad,2026-08-03 04:00:00.000000,2026-08-03,4,3,8,0,35.02,46.6,592.27,7.65,57.47,1.16,99,-4.0,,,,
Faisalabad,2026-08-03 05:00:00.000000,2026-08-03,5,3,8,0,39.33,51.43,566.93,5.81,77.66,1.13,110,11.0,,,,
Faisalabad,2026-08-03 06:00:00.000000,2026-08-03,6,3,8,0,52.18,64.24,561.94,4.11,102.84,1.12,142,32.0,,,,
Faisalabad,2026-08-03 07:00:00.000000,2026-08-03,7,3,8,0,37.0,44.25,426.32,2.04,114.91,0.71,105,-37.0,,,,
Faisalabad,2026-08-03 08:00:00.000000,2026-08-03,8,3,8,0,33.59,39.29,404.93,2.19,112.44,0.64,96,-9.0,,,,
Faisalabad,2026-08-03 09:00:00.000000,2026-08-03,9,3,8,0,35.78,41.2,417.36,2.75,111.7,0.69,102,6.0,,,,
Faisalabad,2026-08-03 10:00:00.000000,2026-08-03,10,3,8,0,39.04,45.3,443.87,3.76,108.64,0.81,110,8.0,,,,
Faisalabad,2026-08-03 11:00:00.000000,2026-08-03,11,3,8,0,41.31,48.69,468.47,4.82,104.83,0.96,115,5.0,,,,
Faisalabad,2026-08-03 12:00:00.000000,2026-08-03,12,3,8,0,40.07,47.59,478.73,6.09,102.37,1.1,112,-3.0,,,,
Faisalabad,2026-08-03 13:00:00.000000,2026-08-03,13,3,8,0,39.04,46.69,506.37,8.41,93.72,1.27,110,-2.0,,,,
Faisalabad,2026-08-03 14:00:00.000000,2026-08-03,14,3,8,0,40.81,49.12,555.62,10.52,79.61,1.39,114,4.0,,,,
Faisalabad,2026-08-03 15:00:00.000000,2026-08-03,15,3,8,0,41.28,49.61,588.99,11.19,69.97,1.41,115,1.0,,,,
Faisalabad,2026-08-03 16:00:00.000000,2026-08-03,16,3,8,0,39.51,47.21,597.65,11.18,62.08,1.37,111,-4.0,,,,
Faisalabad,2026-08-03 17:00:00.000000,2026-08-03,17,3,8,0,37.74,45.39,601.71,11.23,55.56,1.38,107,-4.0,,,,
Faisalabad,2026-08-03 18:00:00.000000,2026-08-03,18,3,8,0,35.91,44.2,593.59,11.11,51.16,1.42,102,-5.0,,,,
Faisalabad,2026-08-03 19:00:00.000000,2026-08-03,19,3,8,0,33.67,43.51,558.8,10.36,49.71,1.47,96,-6.0,,,,
Faisalabad,2026-08-03 20:00:00.000000,2026-08-03,20,3,8,0,32.97,45.48,543.39,10.23,45.08,1.48,95,-1.0,,,,
Faisalabad,2026-08-03 21:00:00.000000,2026-08-03,21,3,8,0,32.99,48.76,534.76,10.13,40.45,1.4,95,0.0,,,,
Faisalabad,2026-08-03 22:00:00.000000,2026-08-03,22,3,8,0,33.12,52.79,526.22,9.93,37.6,1.22,95,0.0,,,,
Faisalabad,2026-08-03 23:00:00.000000,2026-08-03,23,3,8,0,32.91,55.71,519.82,9.88,35.5,1.04,95,0.0,,,,
Faisalabad,2026-08-04 00:00:00.000000,2026-08-04,0,4,8,1,32.42,56.86,516.12,9.9,33.63,0.9,94,-1.0,,,,
Faisalabad,2026-08-04 01:00:00.000000,2026-08-04,1,4,8,1,31.92,57.54,513.99,9.81,31.96,0.84,93,-1.0,,,,
Faisalabad,2026-08-04 02:00:00.000000,2026-08-04,2,4,8,1,32.18,61.24,524.28,9.19,31.87,0.89,93,0.0,,,,
Faisalabad,2026-08-04 03:00:00.000000,2026-08-04,3,4,8,1,32.62,68.2,527.78,7.75,37.31,0.97,94,1.0,,,,
Faisalabad,2026-08-04 04:00:00.000000,2026-08-04,4,4,8,1,28.73,75.58,410.08,4.3,64.69,0.91,86,-8.0,,,,
Faisalabad,2026-08-04 05:00:00.000000,2026-08-04,5,4,8,1,25.11,67.07,368.42,2.87,75.99,0.81,78,-8.0,,,,
Faisalabad,2026-08-04 06:00:00.000000,2026-08-04,6,4,8,1,23.11,60.29,351.87,2.29,81.52,0.72,74,-4.0,,,,
Faisalabad,2026-08-04 07:00:00.000000,2026-08-04,7,4,8,1,22.42,56.72,343.21,1.9,86.62,0.65,73,-1.0,,,,
Faisalabad,2026-08-04 08:00:00.000000,2026-08-04,8,4,8,1,22.57,54.14,337.02,1.68,90.56,0.6,73,0.0,,,,
Faisalabad,2026-08-04 09:00:00.000000,2026-08-04,9,4,8,1,23.39,52.64,334.85,1.63,94.05,0.57,75,2.0,,,,
Faisalabad,2026-08-04 10:00:00.000000,2026-08-04,10,4,8,1,26.71,55.39,366.94,3.12,89.19,0.71,82,7.0,,,,
Faisalabad,2026-08-04 11:00:00.000000,2026-08-04,11,4,8,1,31.73,61.05,431.87,5.78,81.71,0.97,92,10.0,,,,
Faisalabad,2026-08-04 12:00:00.000000,2026-08-04,12,4,8,1,35.59,65.51,505.34,9.31,76.59,1.25,101,9.0,,,,
Faisalabad,2026-08-04 13:00:00.000000,2026-08-04,13,4,8,1,38.4,68.81,593.64,15.39,69.45,1.69,108,7.0,,,,
Faisalabad,2026-08-04 14:00:00.000000,2026-08-04,14,4,8,1,40.93,71.71,685.91,21.56,56.48,2.21,114,6.0,,,,
Faisalabad,2026-08-04 15:00:00.000000,2026-08-04,15,4,8,1,43.14,74.35,767.93,25.06,45.87,2.68,120,6.0,,,,
Faisalabad,2026-08-04 16:00:00.000000,2026-08-04,16,4,8,1,43.23,73.6,815.25,26.3,35.67,2.76,120,0.0,,,,
Faisalabad,2026-08-04 17:00:00.000000,2026-08-04,17,4,8,1,42.19,71.3,841.71,25.43,27.49,2.39,117,-3.0,,,,
Faisalabad,2026-08-04 18:00:00.000000,2026-08-04,18,4,8,1,40.62,68.44,844.03,24.41,23.94,1.98,114,-3.0,,,,
Faisalabad,2026-08-04 19:00:00.000000,2026-08-04,19,4,8,1,34.47,62.19,721.22,18.74,32.1,1.45,98,-16.0,,,,
Faisalabad,2026-08-04 20:00:00.000000,2026-08-04,20,4,8,1,31.7,59.67,663.84,16.47,32.13,1.23,92,-6.0,,,,
Faisalabad,2026-08-04 21:00:00.000000,2026-08-04,21,4,8,1,30.74,60.04,633.38,15.37,30.39,1.15,90,-2.0,,,,
Faisalabad,2026-08-04 22:00:00.000000,2026-08-04,22,4,8,1,31.13,64.61,602.76,14.28,29.29,1.13,91,1.0,,,,
Faisalabad,2026-08-04 23:00:00.000000,2026-08-04,23,4,8,1,32.93,75.55,563.91,12.9,29.59,1.08,95,4.0,,,,
Faisalabad,2026-08-05 00:00:00.000000,2026-08-05,0,5,8,2,35.71,91.51,513.5,11.38,30.92,0.98,102,7.0,,,,
Faisalabad,2026-08-05 01:00:00.000000,2026-08-05,1,5,8,2,38.37,107.73,455.77,9.69,32.53,0.9,108,6.0,,,,
Faisalabad,2026-08-05 02:00:00.000000,2026-08-05,2,5,8,2,40.21,118.83,411.84,8.3,33.22,0.91,113,5.0,,,,
Faisalabad,2026-08-05 03:00:00.000000,2026-08-05,3,5,8,2,41.83,128.85,368.05,6.26,38.35,1.01,117,4.0,,,,
Faisalabad,2026-08-05 04:00:00.000000,2026-08-05,4,5,8,2,43.74,138.24,303.59,4.26,53.82,1.32,121,4.0,,,,
Faisalabad,2026-08-05 05:00:00.000000,2026-08-05,5,5,8,2,47.46,142.48,261.34,2.73,74.1,1.67,130,9.0,,,,
Faisalabad,2026-08-05 06:00:00.000000,2026-08-05,6,5,8,2,52.56,149.31,231.07,1.71,91.09,1.98,143,13.0,,,,
Faisalabad,2026-08-05 07:00:00.000000,2026-08-05,7,5,8,2,44.52,128.67,207.62,0.96,95.19,2.03,123,-20.0,,,,
Faisalabad,2026-08-05 08:00:00.000000,2026-08-05,8,5,8,2,38.4,116.27,202.52,0.78,92.92,1.74,108,-15.0,,,,
Faisalabad,2026-08-05 09:00:00.000000,2026-08-05,9,5,8,2,37.79,117.89,200.6,0.81,92.58,1.56,107,-1.0,,,,
Faisalabad,2026-08-05 10:00:00.000000,2026-08-05,10,5,8,2,38.8,122.62,204.46,1.06,92.24,1.44,109,2.0,,,,
Faisalabad,2026-08-05 11:00:00.000000,2026-08-05,11,5,8,2,40.98,129.08,214.6,1.65,90.77,1.37,114,5.0,,,,
Faisalabad,2026-08-05 12:00:00.000000,2026-08-05,12,5,8,2,42.8,135.63,227.71,2.59,87.45,1.34,119,5.0,,,,
Faisalabad,2026-08-05 13:00:00.000000,2026-08-05,13,5,8,2,45.01,139.92,282.9,6.1,72.08,1.44,124,5.0,,,,
Faisalabad,2026-08-05 14:00:00.000000,2026-08-05,14,5,8,2,47.55,142.52,368.81,10.65,53.99,1.63,131,7.0,,,,
Faisalabad,2026-08-05 15:00:00.000000,2026-08-05,15,5,8,2,49.61,145.0,439.37,13.28,44.37,1.78,136,5.0,,,,
Faisalabad,2026-08-05 16:00:00.000000,2026-08-05,16,5,8,2,50.6,142.9,495.83,15.7,36.14,1.83,138,2.0,,,,
Faisalabad,2026-08-05 17:00:00.000000,2026-08-05,17,5,8,2,51.7,141.95,541.39,17.17,29.38,1.77,141,3.0,,,,
Faisalabad,2026-08-05 18:00:00.000000,2026-08-05,18,5,8,2,51.95,142.5,546.92,17.02,26.5,1.59,142,1.0,,,,
Faisalabad,2026-08-05 19:00:00.000000,2026-08-05,19,5,8,2,50.18,142.34,498.13,15.04,27.55,1.28,137,-5.0,,,,
Faisalabad,2026-08-05 20:00:00.000000,2026-08-05,20,5,8,2,48.35,141.78,449.58,13.21,28.89,1.07,133,-4.0,,,,
Faisalabad,2026-08-05 21:00:00.000000,2026-08-05,21,5,8,2,45.6,142.74,384.12,10.76,33.26,0.94,126,-7.0,,,,
Faisalabad,2026-08-05 22:00:00.000000,2026-08-05,22,5,8,2,42.18,142.61,313.97,8.21,38.93,0.83,117,-9.0,,,,
Faisalabad,2026-08-05 23:00:00.000000,2026-08-05,23,5,8,2,41.12,138.09,302.46,8.2,37.13,0.75,115,-2.0,,,,
Faisalabad,2026-08-06 00:00:00.000000,2026-08-06,0,6,8,3,40.62,135.27,304.43,8.55,34.79,0.74,114,-1.0,,,,
Faisalabad,2026-08-06 01:00:00.000000,2026-08-06,1,6,8,3,39.78,131.61,310.44,8.74,32.18,0.77,112,-2.0,,,,
Faisalabad,2026-08-06 02:00:00.000000,2026-08-06,2,6,8,3,39.15,129.94,323.47,8.07,30.99,0.87,110,-2.0,,,,
Faisalabad,2026-08-06 03:00:00.000000,2026-08-06,3,6,8,3,38.78,131.48,329.03,6.36,33.68,0.94,109,-1.0,,,,
Faisalabad,2026-08-06 04:00:00.000000,2026-08-06,4,6,8,3,36.53,140.49,238.08,4.04,49.51,0.97,104,-5.0,,,,
Faisalabad,2026-08-06 05:00:00.000000,2026-08-06,5,6,8,3,38.8,147.05,212.99,2.77,62.82,0.96,109,5.0,,,,
Faisalabad,2026-08-06 06:00:00.000000,2026-08-06,6,6,8,3,44.53,158.64,200.01,1.88,76.46,0.93,123,14.0,,,,
Faisalabad,2026-08-06 07:00:00.000000,2026-08-06,7,6,8,3,50.02,191.36,177.26,1.22,86.85,1.12,137,14.0,,,,
Faisalabad,2026-08-06 08:00:00.000000,2026-08-06,8,6,8,3,50.79,206.3,161.56,1.06,88.57,1.1,139,2.0,,,,
Faisalabad,2026-08-06 09:00:00.000000,2026-08-06,9,6,8,3,49.6,206.92,154.43,1.09,87.35,1.0,136,-3.0,,,,
Faisalabad,2026-08-06 10:00:00.000000,2026-08-06,10,6,8,3,49.51,208.02,163.87,1.69,82.99,1.0,135,-1.0,,,,
Faisalabad,2026-08-06 11:00:00.000000,2026-08-06,11,6,8,3,50.3,210.41,189.16,2.93,76.18,1.04,137,2.0,,,,
Faisalabad,2026-08-06 12:00:00.000000,2026-08-06,12,6,8,3,51.2,214.24,220.91,4.74,70.01,1.13,140,3.0,,,,
Faisalabad,2026-08-06 13:00:00.000000,2026-08-06,13,6,8,3,52.95,214.11,296.04,9.27,54.92,1.34,144,4.0,,,,
Faisalabad,2026-08-06 14:00:00.000000,2026-08-06,14,6,8,3,55.28,209.65,398.76,14.5,38.07,1.61,150,6.0,,,,
Faisalabad,2026-08-06 15:00:00.000000,2026-08-06,15,6,8,3,57.05,203.02,479.07,17.44,30.39,1.83,152,2.0,,,,
Faisalabad,2026-08-06 16:00:00.000000,2026-08-06,16,6,8,3,56.94,190.04,529.95,19.3,26.92,1.92,152,0.0,,,,
Faisalabad,2026-08-06 17:00:00.000000,2026-08-06,17,6,8,3,56.02,174.22,563.27,20.2,24.57,1.86,151,-1.0,,,,
Faisalabad,2026-08-06 18:00:00.000000,2026-08-06,18,6,8,3,53.85,159.15,568.56,20.2,24.01,1.69,146,-5.0,,,,
Faisalabad,2026-08-06 19:00:00.000000,2026-08-06,19,6,8,3,48.07,148.2,480.72,16.38,30.69,1.46,132,-14.0,,,,
Faisalabad,2026-08-06 20:00:00.000000,2026-08-06,20,6,8,3,45.64,136.12,459.27,15.12,30.17,1.42,126,-6.0,,,,
Faisalabad,2026-08-06 21:00:00.000000,2026-08-06,21,6,8,3,44.33,125.1,454.99,14.22,29.47,1.48,123,-3.0,,,,
Faisalabad,2026-08-06 22:00:00.000000,2026-08-06,22,6,8,3,43.05,113.21,446.0,13.21,30.06,1.52,120,-3.0,,,,
Faisalabad,2026-08-06 23:00:00.000000,2026-08-06,23,6,8,3,41.95,102.75,442.53,12.61,30.09,1.46,117,-3.0,,,,
Faisalabad,2026-08-07 00:00:00.000000,2026-08-07,0,7,8,4,40.64,93.32,440.76,12.24,29.2,1.45,114,-3.0,,,,
Faisalabad,2026-08-07 01:00:00.000000,2026-08-07,1,7,8,4,38.29,82.35,432.93,11.51,28.6,1.74,108,-6.0,,,,
Faisalabad,2026-08-07 02:00:00.000000,2026-08-07,2,7,8,4,36.69,75.3,442.67,10.79,27.97,2.06,104,-4.0,,,,
